id,name,phone,timeOpen,ratingAverage,details,rangePrice,Longitude,Latitude,address
916,Localthai - Thai Restaurant,+84 88 861 80 08,,4.0,Kiểu Thái,100.000 vnd - 400.000 vnd,106.6949995,10.7681571,"Khách Sạn Saigon Center, Hẻm 12 Bùi Viện, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh, 71010, Việt Nam"
917,Lockdown Lounge Saigon,+84 96 217 51 93,Đang mở cửa: 6:00 CH - 02:00 SA,5.0,"Kiểu Đức, Quầy bar, Quán rượu, Kiểu Việt, Quán bar phục vụ đồ ăn, Bữa tối",400.000 vnd - 700.000 vnd,106.7354763,10.8032384,"Đặng Hữu Phổ, Phường Thảo Điền, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, 71108, Việt Nam"
918,Long Huy Nha hang restaurant,+84 8 3834 2859,,4.0,"Kiểu Việt, Bữa tối",400.000 vnd - 700.000 vnd,106.6980641,10.7686532,"Rau Oi, 55/15, Lê Thị Hồng Gấm, Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh, 71010, Việt Nam"
919,LOOP 1 - Cocktail Bar & Kitchen,+84 79 452 7594,Đang mở cửa: 4:30 CH - 01:00 SA,5.0,"Kiểu Ý, Quầy bar, Hải sản, Quán rượu, Quán bar phục vụ đồ ăn, Bữa tối, Đêm muộn, Đồ uống, Đặt chỗ, Ngồi ngoài trời, Chỗ ngồi, Có bãi đỗ xe, Phục vụ đồ uống có cồn, Quầy bar đầy đủ, Rượu và bia, Chấp nhận thẻ American Express, Chấp nhận t",400.000 vnd - 700.000 vnd,106.6952756,10.7816108,"Tổng công ty Cấp nước Sài Gòn - SAWACO, 1, Công Trường Quốc Tế, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh, 71006, Việt Nam"
920,Loriekot's Lutong Bahay,+84 93 742 07 16,,4.5,"Kiểu Phillipin, Kiểu Á",400.000 vnd - 700.000 vnd,106.7047913,10.7734076,"Cửa Hàng Cà Phê The Workshop, Đường Nguyễn Huệ, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 71006, Việt Nam"
921,Loving Hut Hoa Dang Vegan Restaurant,+84 8 3820 9702,Đang mở cửa: 09:00 SA - 9:00 CH,4.0,"Kiểu Á, Kiểu Việt, Tùy chọn ăn chay, Phù hợp với người ăn chay, Tùy chọn đồ ăn không có gluten",20.000 vnd - 99.000 vnd,106.7030124,10.7694515,"Rogue Saigon Craft Beer, Pasteur, Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh, 72806, Việt Nam"
922,Lúa Đại Việt Restaurant,+84 326 882 441,Đang mở cửa: 12:00 SA - 11:59 CH,4.5,"Nhà hàng bít tết, Kiểu Á, Cửa hàng thức ăn ngon, Kiểu Bữa tối, Bản địa, Bữa nửa buổi, Đêm muộn, Đồ uống, Bữa sáng, Bữa trưa, Bữa tối",100.000 vnd - 400.000 vnd,106.6966212,10.7876632,"ATM Techcombank, Mạc Đĩnh Chi, Phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh, 72210, Việt Nam"
923,Luminus Smoothies,+84 88 816 80 08,Đang mở cửa: 08:00 SA - 10:00 CH,5.0,"Phù hợp với người ăn chay, Bữa sáng, Bữa trưa, Bữa tối, Đặt chỗ",400.000 vnd - 700.000 vnd,106.7834165,10.7955857,"Đường Song Hành Cao Tốc Long Thành Dầu Dây, VENICA KHANG ĐIỀN, Phường Phú Hữu, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, 08408, Việt Nam"
924,Luna Sushi,+84 91 632 11 88,,4.0,Kiểu Nhật,700.000 vnd - 1.000.000 vnd,106.691574,10.777613,"Công Ty Let's Viet, Đường Võ Văn Tần, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh, 70001, Việt Nam"
925,Luong Son (Bo Tung Xeo),+84 90 987 15 93,Đang mở cửa: 10:00 SA - 10:00 CH,4.0,"Đồ nướng, Kiểu Á, Kiểu Việt, Bữa trưa, Bữa tối, Đêm muộn, Đồ uống, Đặt chỗ, Chỗ ngồi, Phục vụ đồ uống có cồn, Ngồi ngoài trời, Wifi miễn phí, Chấp nhận thẻ tín dụng, Dịch vụ bàn",400.000 vnd - 700.000 vnd,106.6879718,10.781975,"Cà Phê Era, Đường Trần Quốc Thảo, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh, 70001, Việt Nam"
926,Lush Burger,+84 28 3823 3173,Đang mở cửa: 08:00 SA - 11:30 CH,4.5,"Kiểu Mỹ, Quầy bar, Quốc tế, Kiểu Việt, Kiểu Úc, Phù hợp với người ăn chay, Bữa trưa, Bữa tối, Đồ uống",400.000 vnd - 700.000 vnd,106.7011926,10.7689394,"Tòa nhà Golden Sea, 164-168, Nguyễn Công Trứ, Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh, 71010, Việt Nam"
927,L'Usine,+84 28 3521 0703,Đang mở cửa: 07:00 SA - 10:00 CH,4.5,"Cà phê, Kiểu Âu, Phù hợp với người ăn chay, Tùy chọn ăn chay, Tùy chọn đồ ăn không có gluten, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đêm muộn",400.000 vnd - 700.000 vnd,106.7408371,10.8054138,"Cà Phê Snap, Đường Trần Ngọc Diện, Phường Thảo Điền, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, 71108, Việt Nam"
928,L'Usine Dong Khoi,+84 28 6674 9565,Đang mở cửa: 07:00 SA - 10:30 CH,4.0,"Cà phê, Phù hợp với người ăn chay, Tùy chọn ăn chay, Bữa sáng, Bữa trưa, Bữa tối",400.000 vnd - 700.000 vnd,106.6817964,10.7880551,"HYU Studio, Hẻm 220 Lê Văn Sỹ, Phường 14, Quận 3, Thành phố Hồ Chí Minh, 70150, Việt Nam"
929,L'Usine Thao Dien,+84 28 3898 9111,Đang mở cửa: 07:00 SA - 10:00 CH,4.5,"Cà phê, Kiểu Âu, Phù hợp với người ăn chay",100.000 vnd - 400.000 vnd,106.7027515,10.7840105,"Khách sạn Sofitel Plaza Saigon, 17, Đường Nguyễn Du, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 77000, Việt Nam"
930,Lưu Bar,+(84)765891686,Đang mở cửa: 11:00 SA - 12:00 SA,5.0,"Kiểu Pháp, Quầy bar, Quán rượu, Bữa trưa, Bữa tối, Đêm muộn, Đồ uống",100.000 vnd - 400.000 vnd,106.6979019,10.7747072,"Quán Cơm Tâm Mộc, Lý Tự Trọng, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh, 71009, Việt Nam"
931,Luvi Vegan restaurant,+84 90 994 29 92,Đang mở cửa: 10:00 SA - 10:00 CH,4.5,"Kiểu Việt, Bữa trưa, Bữa tối",400.000 vnd - 700.000 vnd,106.7061646,10.7730368,"Majestic Hotel, Đường Ðồng Khởi, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 71006, Việt Nam"
932,Lý Club Saigon,+84 28 3930 5588,Đang mở cửa: 10:00 SA - 11:00 CH,4.5,"Kiểu Pháp, Kiểu Âu, Kiểu Á, Kiểu Việt, Quốc tế, Món kết hợp, Phù hợp với người ăn chay, Tùy chọn ăn chay, Tùy chọn đồ ăn không có gluten",400.000 vnd - 700.000 vnd,106.6893047,10.7724107,"Tiệm Bánh Xèo, Sương Nguyệt Anh, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh, 70200, Việt Nam"
933,M. Bar,+84 8 3829 5517,,4.0,"Quầy bar, Đêm muộn, Đồ uống, Đặt chỗ, Ngồi ngoài trời, Chỗ ngồi, Phục vụ đồ uống có cồn, Quầy bar đầy đủ, Wifi miễn phí, Dịch vụ bàn, Nhạc sống",400.000 vnd - 700.000 vnd,106.6997155,10.7774526,"Nhà hàng Ngon, 160, Pastier, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 71006, Việt Nam"
934,Macho Taco Mexican Street Food,036 8466356,Đang mở cửa: 12:00 CH - 2:00 CH4:30 CH - 10:00 CH,4.5,"Kiểu Mexico, Bữa tối, Bữa trưa, Đồ uống",100.000 vnd - 400.000 vnd,106.6996164,10.7811649,"Nhà Hàng The Fish Sauce, 41, Đường Lê Duẩn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 70000, Việt Nam"
935,MAD CORNER,+84 91 841 48 83,Đang mở cửa: 6:00 CH - 11:45 CH,5.0,"Kiểu Mỹ, Nhà hàng bán bia, Cửa hàng thức ăn ngon, Quán rượu, Kiểu Bữa tối, Kiểu Mỹ bản xứ, Bữa tối, Đêm muộn, Đồ uống",100.000 vnd - 400.000 vnd,106.674324,10.831942,"Cà Phê Sân Vườn Du Miên, Đường Phan Văn Trị, phường 11, Phường 10, Quận Gò Vấp, Thành phố Hồ Chí Minh, 71409, Việt Nam"
936,Mad Cow Wine & Grill,+84 28 3838 8639,Đang đóng cửa:  Xem tất cả giờ,4.5,"Nhà hàng bít tết, Hải sản, Thịt nướng, Quầy rượu vang, Quầy bar, Kiểu Âu, Phù hợp với người ăn chay, Tùy chọn ăn chay, Tùy chọn đồ ăn không có gluten",700.000 vnd - 1.000.000 vnd,106.6965016,10.7725378,"com Tam broken rice, Lê Thánh Tôn, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh, 71009, Việt Nam"
937,MAD House,+84 8 3519 4009,Đang mở cửa: 08:00 SA - 10:00 CH,4.0,"Kiểu Âu, Quốc tế, Kiểu Đan Mạch, Phù hợp với người ăn chay, Tùy chọn đồ ăn không có gluten, Tùy chọn ăn chay, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi",400.000 vnd - 700.000 vnd,106.7123236,10.7896787,"Cầu Văn Thánh 2, Phường 22, Quận Bình Thạnh, Thành phố Hồ Chí Minh, 77000, Việt Nam"
938,Mad Wine Bar,+84 94 653 43 26,Đang mở cửa: 11:30 SA - 12:00 SA,4.0,"Quầy rượu vang, Bữa trưa, Bữa tối",700.000 vnd - 1.000.000 vnd,106.700456,10.770091,"Quán Cơm Gà Hải Nam, Nguyễn Thái Bình, Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh, 71010, Việt Nam"
939,Madame Lam - Vietnamese Contemporary Cuisine,+84 70 3226 262,Đang mở cửa: 07:00 SA - 10:00 CH,5.0,"Kiểu Việt, Kiểu Bữa tối, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đồ uống, Ngồi ngoài trời, Ăn tối phòng riêng, Chỗ ngồi, Có bãi đỗ xe, Phục vụ đồ uống có cồn, Rượu và bia, Wifi miễn phí, Chấp nhận thẻ tín dụng, Phong cách gia đình",400.000 vnd - 700.000 vnd,106.7349815,10.8036687,"ObsterScream, Xuân Thuỷ, Phường Thảo Điền, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, 71108, Việt Nam"
940,Magnolia Kitchen & Cafe,+84 90 901 35 95,Đang mở cửa: 08:00 SA - 10:00 CH,4.5,"Kiểu Bữa tối, Cửa hàng thức ăn ngon, Kiểu Việt, Tốt cho sức khỏe, Phù hợp với người ăn chay, Tùy chọn đồ ăn không có gluten",100.000 vnd - 400.000 vnd,106.6882453,10.7932736,"yoga Sivananda, 25, Đường Trần Quý Khoách, Phường Tân Định, Quận 1, Thành phố Hồ Chí Minh, 70000, Việt Nam"
941,Maguro Studio,907521017,Đang mở cửa: 11:00 SA - 2:00 CH6:00 CH - 10:30 CH,5.0,"Hải sản, Phong cách ẩm thực Fusion Nhật Bản, Bữa trưa, Bữa tối, Đặt chỗ, Bãi đỗ xe đường phố, Phục vụ đồ uống có cồn, Wifi miễn phí, Nhà hàng không hút thuốc",400.000 vnd - 700.000 vnd,106.7036262,10.7785215,"Tổng cục Hải quan, Thi Sách, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 77000, Việt Nam"
942,Mai Xuân Cảnh,+84 93 234 56 67,,4.0,Kiểu Việt,100.000 vnd - 400.000 vnd,106.7283288,10.803786,"Nhà Hàng Les Délices De Mai, Đường Nguyễn Cừ, Phường Thảo Điền, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, 71108, Việt Nam"
943,Maisen Bistro,+84 28 3840 5043,Đang mở cửa: 07:00 SA - 10:00 CH,4.5,"Cà phê, Kiểu Bữa tối, Súp, Kiểu Đức, Kiểu Âu, Kiểu Việt, Phù hợp với người ăn chay",100.000 vnd - 400.000 vnd,106.700961,10.773325,"Saigon Centre, Đường Pasteur, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 00084, Việt Nam"
944,Maison Mận-Đỏ Restaurant,+84 93 377 44 87,Đang mở cửa: 11:00 SA - 2:30 CH5:00 CH - 10:00 CH,4.5,"Kiểu Á, Kiểu Âu, Phù hợp với người ăn chay, Tùy chọn ăn chay",100.000 vnd - 400.000 vnd,106.7061879,10.7727782,"Majestic Hotel, Đường Ðồng Khởi, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 71006, Việt Nam"
945,Makeba - Rooftop Bar Dinining,+84 96 886 00 90,,5.0,"Quầy bar, Quốc tế, Cửa hàng thức ăn ngon, Quán rượu, Quán rượu đặc sản",400.000 vnd - 700.000 vnd,106.704973,10.776216,"Nhà Hàng Ciao Bella, 11, Đông Du, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 00084, Việt Nam"
946,Makhan Bhog Saigon,+84 76 476 0630,Đang mở cửa: 11:00 SA - 10:00 CH,5.0,"Kiểu Ấn Độ, Kiểu Á, Bữa trưa, Bữa tối, Bữa nửa buổi, Đồ uống",100.000 vnd - 400.000 vnd,106.6990678,10.7743097,"T-Plus Coffee, Lê Thánh Tôn, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh, 71006, Việt Nam"
947,Malabar Kitchen,+84 868 868 576,,4.0,"Kiểu Ấn Độ, Kiểu Anh, Kiểu Việt, Kiểu Trung Đông, Kiểu Ả Rập",100.000 vnd - 400.000 vnd,106.69938,10.7847169,"Pho Cao Van, Mạc Đĩnh Chi, Phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh, 77000, Việt Nam"
948,Malt,+84 91 848 47 63,Đang mở cửa: 3:00 CH - 01:00 SA,4.5,"Kiểu Mỹ, Quầy bar, Quán rượu đặc sản, Bữa trưa, Bữa tối",100.000 vnd - 400.000 vnd,106.7089216,10.7269843,"Mỹ Khánh IV, Đường Phạm Thái Bường, Phường Tân Phong, Quận 7, Thành phố Hồ Chí Minh, 72915, Việt Nam"
949,Mam Cafe,+84 98 866 09 05,,4.5,"Cà phê, Kiểu Á, Kiểu Việt, Phù hợp với người ăn chay, Tùy chọn ăn chay",20.000 vnd - 99.000 vnd,106.6954064,10.7730418,"Manmaru Japanese Restaurant, good food reasonable price, Trương Định, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh, 71009, Việt Nam"
950,Mắm Concept,+84 28 7303 1515,,5.0,Kiểu Việt,100.000 vnd - 400.000 vnd,106.7057617,10.7819158,"Tous Les Jours, Đường Lê Thánh Tôn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 77000, Việt Nam"
951,Mama Cook,+84 96 471 32 17,,3.5,"Kiểu Á, Kiểu Việt, Dịch vụ bàn, Đặt chỗ, Chỗ ngồi",400.000 vnd - 700.000 vnd,106.7328396,10.8060421,"Le Bacoulos, 13, Tống Hữu Định, Phường Thảo Điền, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, 71108, Việt Nam"
952,Mama Phở,+84 28 3620 4495,Đang mở cửa: 07:00 SA - 10:00 CH,4.0,"Kiểu Á, Kiểu Việt, Súp, Tùy chọn ăn chay, Phù hợp với người ăn chay",20.000 vnd - 99.000 vnd,106.6906002,10.7677701,"Du Lịch Long Phương, Phạm Ngũ Lão, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh, 70200, Việt Nam"
953,Mama Sens,+84 28 7305 0042,Đang mở cửa: 07:00 SA - 11:00 CH,4.5,"Kiểu Pháp, Kiểu Địa Trung Hải, Kiểu Ý, Đương đại, Bữa trưa, Bữa tối, Đồ uống",700.000 vnd - 1.000.000 vnd,106.6945789,10.785134,"Tập đoàn Cao su Việt Nam, 177, Đường Hai Bà Trưng, Phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh, 71006, Việt Nam"
954,Mãn Tự Vegan,+84 97 279 43 54,,5.0,Kiểu Việt,100.000 vnd - 400.000 vnd,106.6935635,10.7676159,"Hẻm 199 Ðề Thám, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh, 70200, Việt Nam"
955,Mandala,+84 8 3926 0638,,4.0,"Kiểu Á, Kiểu Việt, Phù hợp với người ăn chay, Tùy chọn ăn chay, Bữa trưa, Bữa tối",400.000 vnd - 700.000 vnd,106.6900534,10.7659679,"Vietnamese Traditional Massage Institute, Hẻm 160 Cống Quỳnh, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh, 70200, Việt Nam"
956,Mangetsu Shochu Bar,+84 93 800 94 74,,4.5,Món kết hợp,400.000 vnd - 700.000 vnd,106.737159,10.8023673,"Nguyễn Đăng Giai, Phường Thảo Điền, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, 71108, Việt Nam"
957,Mangkorn Thai Cuisine & Bar,+84 91 383 26 86,Đang mở cửa: 11:00 SA - 10:30 CH,4.5,"Kiểu Thái, Bữa trưa, Bữa tối, Đồ uống",700.000 vnd - 1.000.000 vnd,106.7308124,10.8026229,"Cửa Hàng Pizza 4P's, 48/01, Xuân Thuỷ, Phường Thảo Điền, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, 71108, Việt Nam"
958,Mango Cafe Xoai Xoai,+84 167 454 3194,Đóng cửa sau 50 phút nữa:  Xem tất cả giờ,4.0,"Cà phê, Bữa trưa, Bữa tối, Cửa hàng bán thức ăn mang về, Wifi miễn phí",400.000 vnd - 700.000 vnd,106.703261,10.778382,"Cửa Hàng Bánh Mì Pat A Chou, Đường Hai Bà Trưng, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 71006, Việt Nam"
959,Mango Tree,+84 8 3822 8854,Đang mở cửa: 09:00 SA - 10:30 CH,4.5,"Kiểu Nhật, Kiểu Á, Kiểu Đài Loan, Cà phê, Phù hợp với người ăn chay",20.000 vnd - 99.000 vnd,106.6622783,10.7545092,"Nhà sách Cây Đa, Đường Ký Hòa, Phường 11, Quận 5, Thành phố Hồ Chí Minh, 73009, Việt Nam"
960,Măng's Mania,+84 91 579 97 33,Đang mở cửa: 09:00 SA - 9:00 CH,5.0,"Kiểu Bữa tối, Kiểu Á, Kiểu Việt, Tốt cho sức khỏe, Đồ uống, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi",100.000 vnd - 400.000 vnd,106.6936394,10.768415,"Cửa Hàng Thời Trang Gingko, 254, Đường Ðề Thám, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh, 71010, Việt Nam"
961,Manhattan Bar,+84 92 229 99 38,,4.0,"Quầy bar, Quán rượu, Phục vụ đồ uống có cồn, Chỗ ngồi",400.000 vnd - 700.000 vnd,106.6974474,10.782756,"Toà nhà Centec Tower, 72-74, Nguyễn Thị Minh Khai, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh, 71006, Việt Nam"
962,Manja Manja Restaurant,+84 28 3948 5050,,5.0,"Kiểu Việt, Miền Nam nước Ý",400.000 vnd - 700.000 vnd,106.7050533,10.7765436,"YvesRoche, Hai Bà Trưng, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 71006, Việt Nam"
963,Manmaru,+84 8 6292 3777,,4.0,"Kiểu Á, Kiểu Nhật, Sushi, Phù hợp với người ăn chay, Bữa trưa, Bữa tối, Bữa nửa buổi",400.000 vnd - 700.000 vnd,106.6915459,10.7907257,"Quán Cơm Tấm Bụi SG, Đường Thạch Thị Thanh, Phường Tân Định, Quận 1, Thành phố Hồ Chí Minh, 72210, Việt Nam"
964,Mantra Vegetarian,+84 96 146 80 50,Đang mở cửa: 07:00 SA - 9:00 CH,5.0,"Kiểu Trung Quốc, Cà phê, Kiểu Á, Bản địa, Bữa sáng, Bữa trưa, Bữa tối",400.000 vnd - 700.000 vnd,106.704781,10.775999,"Nhà Hàng Halal Sai Gon, 31, Đông Du, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 00084, Việt Nam"
965,Manwah Hoàng Văn Thụ,+84 28 3811 0463,,4.0,Kiểu Á,100.000 vnd - 400.000 vnd,106.7057617,10.7819158,"Tous Les Jours, Đường Lê Thánh Tôn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 77000, Việt Nam"
966,Manwah Taiwanese Hotpot,+84 28 3620 9314,,4.5,"Kiểu Á, Kiểu Đài Loan",400.000 vnd - 700.000 vnd,106.7015764,10.7695914,"Saigon Commercial, Nam Kỳ Khởi Nghĩa, Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh, 71010, Việt Nam"
967,Marcel Gourmet Burger - Calmette,+84 70 3460 038,Đang mở cửa: 11:00 SA - 10:00 CH,5.0,"Kiểu Mỹ, Cà phê, Kiểu Âu, Kiểu Á, Phù hợp với người ăn chay",100.000 vnd - 400.000 vnd,106.7313652,10.8118254,"Nhà Hàng - Bar Evita, Đường Nguyễn Văn Hưởng, Phường Thảo Điền, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, 71107, Việt Nam"
968,Marina Saigon,+(84)3930 2379,Đang mở cửa: 06:00 SA - 11:00 CH,4.0,"Kiểu Pháp, Hải sản, Kiểu Á, Bữa trưa, Bữa tối",100.000 vnd - 400.000 vnd,106.7403727,10.805008,"Nhà Hàng The Brix - Eatery & Bar Lounge, Đường Trần Ngọc Diện, Phường Thảo Điền, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, 71108, Việt Nam"
969,Market 39,+84 28 3520 9099,Đang đóng cửa:  Xem tất cả giờ,4.5,"Hải sản, Kiểu Á, Kiểu Việt, Quốc tế, Phù hợp với người ăn chay, Tùy chọn ăn chay, Tùy chọn đồ ăn không có gluten",700.000 vnd - 1.000.000 vnd,106.7248584,10.837139,"Đường số 18, Phường Hiệp Bình Chánh, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, 50000, Việt Nam"
970,Marugame Noodle - Udon & Tempura,+84 8 6270 2999,,4.0,"Kiểu Nhật, Bữa trưa, Bữa tối, Cửa hàng bán thức ăn mang về, Chỗ ngồi",700.000 vnd - 1.000.000 vnd,106.700143,10.769441,"Circle K, Nguyễn Thái Bình, Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh, 71010, Việt Nam"
971,Marukame Udon,+84 8 3827 0740,,4.5,"Kiểu Nhật, Đồ ăn nhanh, Kiểu Á, Bữa trưa, Bữa tối, Chỗ ngồi",400.000 vnd - 700.000 vnd,106.691996,10.766239,"Chùa Phước Hậu, Hẻm 155 Bùi Viện, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh, 70200, Việt Nam"
972,Marukin Yakiniku,+84 93 717 61 23,Đang mở cửa: 11:00 SA - 11:00 CH,4.0,"Kiểu Nhật, Nhà hàng bít tết, Bữa trưa, Bữa tối",700.000 vnd - 1.000.000 vnd,106.7167854,10.8139898,"Xô Viết Nghệ Tĩnh, Phường 26, Quận Bình Thạnh, Thành phố Hồ Chí Minh, 72309, Việt Nam"
973,Masala Village,+84 8 6684 8767,,4.0,"Kiểu Ấn Độ, Kiểu Trung Đông, Kiểu Pakistan",100.000 vnd - 400.000 vnd,106.736553,10.804205,"Phat's Dumping House, 111, Xuân Thuỷ, Phường Thảo Điền, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, 71108, Việt Nam"
